shift,allocated1,allocated2,allocated3,allocated4,allocated,abandoned1,abandoned2,abandoned3,abandoned4,abandoned,Arrival time1,Arrival time2,Arrival time3,Arrival time4,Arrival time,sharing1,sharing2,sharing,SW1, SW2, SW3,SW4,SWP,SWpenalty, SW,SW1 %,SW2 %, SW3 %,SW4 %,SWP %,Working,Waiting,Moving,Patroling,Working%,Waiting%,Moving%,Patroling%,Reallocation%,completed1,completed2,completed3,completed4,completed,working1, working2, working3, working4, working,sharing1_1,sharing1_2,sharing1_3,sharing2_1,sharing2_2,SW1_average,SW2_average,SW3_average,SW4_average
0,0.9,1.0,0.6666666666666666,0.5,0.25,0.4444444444444444,0.5,0.5,1.0,0.52,19.29340341968202,25.052100799872182,14.98488711142679,12.538188400350123,21.172479655966328,1.0,0.5833333333333334,0.7619047619047619,9954.9933785484,7862.20082361665,1438.6694054419518,1004.8501235090581,715.1057794176539,-1453.6596172913114,20975.819510533733,0.4745937756352812,0.37482210502757113,0.06858704160376067,0.04790516637523687,0.03409191135814926,53107.2150931247,0.0,12744.832892116588,6723.952014758886,0.7317462397090577,0.0,0.17560671423220567,0.09264704605873664,0.043422733077905444,0.4444444444444444,0.4166666666666667,0.5,0.5,0.44,0.8730845346443599,0.8097305277566905,0.6385485244781678,0.22078755507797618,0.7636660779015486,0.1065429407589984,0.41309129367649766,0.4803657655645039,0.12052665384831758,0.8794733461516824,1664.2138392803502,1394.033123188162,988.8201457415346,752.9220647290766
0,0.9166666666666666,1.0,1.0,0.3333333333333333,0.26,0.2727272727272727,0.5,0.25,1.0,0.38461538461538464,9.452491759878187,43.48832151612463,13.663806587801451,20.714430796213854,23.624241602589464,1.0,0.9,0.9523809523809523,16767.665072933898,7408.203130568516,4198.672481652874,31.00364152980346,570.9789195104647,-1185.7949346309313,28976.523246195564,0.5786638007075396,0.25566225000927834,0.14489911180783682,0.0010699572638989407,0.019704880211446025,53822.08941424744,0.0,13615.100310158548,5138.810275594188,0.7415962496451624,0.0,0.18759783275681371,0.0708059175980238,0.033205619412515944,0.6363636363636364,0.6,1.0,0.0,0.6538461538461539,0.8350895739564798,0.7379491343249421,0.746559808584345,NaN,0.7799741798813171,0.08609358371998235,0.11076376632364111,0.8031426499563764,0.538767213767193,0.461232786232807,2044.7846597031353,1045.5698985128338,1071.60275018597,NaN
0,1.0,1.0,0.75,1.0,0.27,0.45454545454545453,0.36363636363636365,0.3333333333333333,0.0,0.37037037037037035,33.86830452959726,11.899315983964586,22.1645209530226,23.49552073610956,22.849201110387682,1.0,1.0,1.0,15976.169205000386,11195.041949882587,2356.5072954138504,667.0102697950481,394.5857017959623,-1219.47482942989,30589.314421887764,0.522279413806308,0.36597884462137953,0.07703694378085453,0.021805335699769002,0.01289946209169114,50707.97765607726,0.0,17751.944207054483,3839.2713161636616,0.7013629810546584,0.0,0.24553447177524207,0.05310254717009937,0.027336860670194,0.7272727272727273,0.6363636363636364,0.6666666666666666,0.5,0.6666666666666666,0.7438069570978099,0.7347514924512932,0.6314249287094039,0.6528835035948372,0.7227471924975098,0.1324190337113486,0.058362930873368385,0.8092180354152831,0.2771247242138573,0.7228752757861426,1828.5816303296767,1265.4806847233413,946.9259890887249,667.0102697950481
0,0.875,0.9166666666666666,1.0,0.875,0.26,0.2857142857142857,0.2727272727272727,1.0,0.5714285714285714,0.38461538461538464,15.628073394961605,10.430474610518287,5.584741204243528,95.20309640513787,34.46685194310158,1.0,1.0,1.0,9731.129456128532,12990.539231132992,100.97398464349598,2837.0984890734685,767.4245657331853,-946.162143473016,26427.165726711675,0.368224483728599,0.49156006230371496,0.0038208404823917583,0.10735538265481971,0.02903923083047452,55720.02841049305,0.0,9949.15049790833,6906.82109159867,0.7677473050387595,0.0,0.1370859581391689,0.09516673682207157,0.02852277564921241,0.5714285714285714,0.7272727272727273,0.0,0.5714285714285714,0.6153846153846154,0.8557078882415569,0.8289368450019298,NaN,0.7976229264792152,0.827801126181158,0.2274040793561011,0.09479335276589532,0.6778025678780035,0.17224694760224013,0.8277530523977599,1919.11871530826,1370.6154979868502,NaN,685.172765967647
0,1.0,1.0,0.8333333333333334,0.8,0.27,0.25,0.42857142857142855,0.2,0.5,0.37037037037037035,12.256149083731326,15.52099955800812,15.408569994340818,22.356827711519827,16.029212998697123,1.0,0.9285714285714286,0.9444444444444444,4558.600981109529,13305.653950522696,3494.206979460855,1797.721888491991,832.2120306567833,-1003.7032250120619,23988.39583024186,0.190033590131215,0.5546704350171022,0.14566238627160527,0.07494131334224634,0.0346922752378308,50183.89054371269,0.0,14565.496229907258,7826.613226380166,0.6914667458073276,0.0,0.2006930146316583,0.10784023956101403,0.025117071094082573,0.75,0.5714285714285714,0.4,0.5,0.5555555555555556,0.7466170638478434,0.8633286218270692,0.8591336361348956,0.6742039432178351,0.8142103549910363,0.45389365835356354,0.31225628300230995,0.23385005864412645,0.22834852000289182,0.7716514799971081,1284.3770061734733,1324.2552256609122,1133.70655154323,697.8079943608161
0,1.0,0.9333333333333333,1.0,1.0,0.27,0.1,0.35714285714285715,0.5,0.0,0.25925925925925924,22.637667413557427,31.308930928621912,92.5404495273634,80.38299661194142,34.45057788159072,0.9,0.9285714285714286,0.9166666666666666,15116.62197308443,10734.112872534804,65.3518478390972,402.3920824772621,459.64305622477525,-852.6342838878202,26778.121832160366,0.5645138993627796,0.40085383656904566,0.0024404940812768287,0.01502689714384642,0.01716487284305155,51099.722242514676,0.0,16809.297808709347,4136.787506022978,0.7092671173393575,0.0,0.23331403142858548,0.05741885123205707,0.026455026455026433,0.7,0.5714285714285714,0.0,1.0,0.5925925925925926,0.8247888206789956,0.6573133664628463,NaN,0.38348558707248365,0.7134696414705142,0.11680476593579427,0.12112507478293973,0.762070159281266,0.17981457239233564,0.8201854276076643,1982.4095247524824,1221.8194972233189,NaN,402.3920824772621
0,1.0,0.6666666666666666,1.0,1.0,0.26,0.42857142857142855,0.75,0.5,0.5,0.5,19.588032613927762,25.22654382236609,15.632442491179646,59.18746207205993,25.93916346682352,1.0,1.0,1.0,18393.212368668756,2782.1235134050803,4037.7210005940988,1621.7123600988598,527.227306771008,-1438.145152658511,27361.9965495378,0.6722174800135137,0.1016783811213541,0.1475667535182956,0.05926878753759122,0.019268597809245537,49271.15191555399,0.0,18120.463083959698,4745.045760939072,0.6830251275307957,0.0,0.25119631118126023,0.06577856128794407,0.02910052910052909,0.6428571428571429,0.25,0.75,0.75,0.6153846153846154,0.7031353606234622,0.7326388473389521,0.6521834427867189,0.45804640781160866,0.6494716652965684,0.21647076985974228,0.14820916997641892,0.6353200601638388,0.2784301287374187,0.7215698712625813,1716.4501658054114,1324.596980986879,1077.8085250672718,566.1282588836233
0,0.75,1.0,1.0,0.875,0.26,0.16666666666666666,0.16666666666666666,0.0,0.42857142857142855,0.23076923076923078,13.284261030621678,26.798123600105814,25.0781013219912,42.97828978469454,27.969583815378954,1.0,1.0,1.0,8538.79765624899,13313.038080084727,968.4405494489553,2635.761478327932,704.3858878416015,-450.91624098503587,26160.423651952202,0.3264013522813033,0.5088999420348168,0.03701929916477809,0.10075377652117037,0.02692562999793152,52191.18573409442,0.0,14045.341275331088,6339.472990574409,0.71912458297639,0.0,0.19352597656706216,0.08734944045654784,0.021711366538952746,0.6666666666666666,0.8333333333333334,1.0,0.2857142857142857,0.6538461538461539,0.8288360049942464,0.7883876547056293,0.8429458948073214,0.8022858645760391,0.8027493053525108,0.29472065693438587,0.15982436648728118,0.545454976578333,0.1672130797141888,0.8327869202858112,1765.3502294359862,1200.1687878779912,968.4405494489553,734.2986443268297
0,1.0,1.0,1.0,1.0,0.28,0.0,0.15384615384615385,0.0,0.2,0.10714285714285714,10.788989844332567,11.61663706796207,42.97388570995291,35.1019883569747,21.262164337135996,1.0,1.0,1.0,9111.441841731948,14360.956581329017,3124.993700564185,1687.88923046191,1450.9015600481812,-248.01812666576575,29736.182914135225,0.30640926133800395,0.4829455287787618,0.10509061333082888,0.0567621350506142,0.04879246150179177,44081.26014133355,0.0,14864.765849320836,13346.114040433633,0.6097655999999051,0.0,0.2056207748577991,0.18461362514229568,0.005731922398589067,1.0,0.7692307692307693,0.6,0.4,0.7142857142857143,0.7652058757406487,0.8145864568187176,0.7238402632229824,0.7591892351721503,0.7830896603451832,0.12575058662564667,0.26629577774577895,0.6079536356285743,0.30554446427378895,0.6944555357262111,1822.2883683463904,1248.569388930117,904.0722399918988,669.018501273678
0,1.0,0.9166666666666666,1.0,1.0,0.28,0.3,0.18181818181818182,0.6666666666666666,0.25,0.2857142857142857,23.68789242564773,23.570510072881827,21.963913767394473,32.61358857299427,24.732165380440637,1.0,1.0,1.0,13740.78153517364,12223.476856567426,2480.625242458659,1969.4872639471082,980.832233357882,-759.2927553386195,31395.203131504717,0.4376713690183112,0.3893421808856306,0.07901287442123223,0.06273210769484562,0.031241467979980307,46760.920090112435,0.0,16987.58980966659,8827.49010022093,0.6443028010652622,0.0,0.23406621761555613,0.12163098131918176,0.017454235845040442,0.6,0.8181818181818182,0.6666666666666666,0.75,0.7142857142857143,0.7563654667605971,0.7058147135425423,0.7461173100855119,0.5884492186513953,0.7074053749285838,0.21310402038941348,0.21049012548402282,0.5764058541265636,0.24975695103295348,0.7502430489670466,1596.1362539922582,1175.0069185043678,1048.4543319923025,592.551847372122
